City_ID,City,Country,Max_Temp,Current_Description,Lat,Lng,Hotel Name
561,Kununurra,AU,78.78199999999998,few clouds,-15.7667,128.7333,Hotel Kununurra
562,Kawalu,ID,71.762,overcast clouds,-7.3817,108.2082,KOSAN UNGU UNSIK
564,Thai Binh,VN,69.80000000000001,scattered clouds,20.45,106.3333,Sweden Hotel
570,Razole,IN,77.28799999999995,overcast clouds,16.4833,81.8333,Sterling Palavelli Godavari
576,Cuamba,MZ,76.74799999999999,few clouds,-14.8031,36.5372,Hotel Vision
577,Libres,MX,65.53399999999993,broken clouds,19.4667,-97.6833,"Hotel Casa de Piedra, Libres"
584,Waingapu,ID,79.46599999999995,heavy intensity rain,-9.6567,120.2641,Pondok Wisata Elim
585,Yanam,IN,77.39600000000002,overcast clouds,16.7333,82.2167,The Regency Hotel
592,Waddan,LY,79.64600000000002,overcast clouds,29.1614,16.139,محل الشريف محمد العايب
598,Comodoro Rivadavia,AR,75.05599999999998,clear sky,-45.8667,-67.5,Austral Hotel
600,Rosarito,MX,70.48399999999998,clear sky,32.3333,-117.0333,Hotel Festival Plaza Rosarito
601,Suez,EG,71.99600000000004,scattered clouds,29.9737,32.5263,Green House
605,Wer,IN,66.66800000000006,clear sky,27.0,77.1667,Vijendra kumar s/o sohanlal
609,Karachi,PK,69.62000000000006,haze,24.9056,67.0822,Sadaat
610,Saint-Pierre,RE,76.6760000000001,light rain,-21.3393,55.4781,Lindsey Hôtel
613,Daru,PG,79.59199999999993,overcast clouds,-9.0763,143.2092,Daru Lodge
614,Jalu,LY,78.34999999999997,overcast clouds,29.0331,21.5482,صاحبة الفخامة
618,Bundi,IN,68.79199999999997,clear sky,25.4417,75.6417,HOTEL BUNDI INN- A Heritage Haveli
619,Lumeje,AO,67.4600000000001,overcast clouds,-11.55,20.7833,
626,Manavalakurichi,IN,75.29000000000002,light rain,8.1333,77.3,Muttom beach west
629,Sorong,ID,77.61200000000002,overcast clouds,-0.8833,131.25,Waigo Splash Hotel
632,Ormara,PK,76.80200000000008,clear sky,25.2088,64.6357,Crystal Beach and Camping Resort Ormara
634,Saint-Leu,RE,76.06400000000002,light rain,-21.15,55.2833,La Caz Oceane
635,Harlingen,US,66.29000000000002,overcast clouds,26.1906,-97.6961,Courtyard by Marriott Harlingen
640,Misratah,LY,67.91000000000003,broken clouds,32.3754,15.0925,Almasa Hotel
642,Mogwase,ZA,76.60399999999998,few clouds,-25.185,27.2665,De Skaap Accommodation & Event Venue
